RecipeID,OutputItemID,ItemFound,SpriteKey,SpriteFound,RuntimeResult,RootCause
recipe_undeadknife,undeadknife,FALSE,undeadknife,NORMALIZED:undead_knife,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_undeadshield,undeadshield,FALSE,undeadshield,NORMALIZED:undead_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_undeadstaff,undeadstaff,FALSE,undeadstaff,NORMALIZED:undead_staff,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_undeadsword,undeadsword,FALSE,undeadsword,NORMALIZED:undead_sword,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_unholycuirass,unholycuirass,FALSE,unholycuirass,NORMALIZED:unholy_cuirass,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_unholypotion,unholypotion,FALSE,unholypotion,NORMALIZED:unholy_potion,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_unholyspellcage,unholyspellcage,FALSE,unholyspellcage,NORMALIZED:unholy_spellcage,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_unholysword,unholysword,FALSE,unholysword,NORMALIZED:unholy_sword,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_unstablestaff,unstablestaff,FALSE,unstablestaff,NORMALIZED:unstable_staff,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_vampirebow,vampirebow,FALSE,vampirebow,NORMALIZED:vampire_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_vampiredagger,vampiredagger,FALSE,vampiredagger,NORMALIZED:vampire_dagger,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_vampirescepter,vampirescepter,FALSE,vampirescepter,NORMALIZED:vampire_scepter,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_vampiresword,vampiresword,FALSE,vampiresword,NORMALIZED:vampire_sword,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_veilshatterer,veilshatterer,FALSE,veilshatterer,NORMALIZED:veil_shatterer,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_verdantblade,verdantblade,FALSE,verdantblade,NORMALIZED:verdant_blade,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_verdantboots,verdantboots,FALSE,verdantboots,NORMALIZED:verdant_boots,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_verdantbow,verdantbow,FALSE,verdantbow,NORMALIZED:verdant_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_verdantgloves,verdantgloves,FALSE,verdantgloves,NORMALIZED:verdant_gloves,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_verdanthelm,verdanthelm,FALSE,verdanthelm,NORMALIZED:verdant_helm,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_voidarmor,voidarmor,FALSE,voidarmor,NORMALIZED:void_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_voidcrusher,voidcrusher,FALSE,voidcrusher,NORMALIZED:void_crusher,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_voidpendant,voidpendant,FALSE,voidpendant,NORMALIZED:void_pendant,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_voltaicshock,voltaicshock,FALSE,voltaicshock,NORMALIZED:voltaic_shock,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_wickedscepter,wickedscepter,FALSE,wickedscepter,NORMALIZED:wicked_scepter,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_wingfabric,wingfabric,FALSE,wingfabric,NORMALIZED:wing_fabric,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_winterboots,winterboots,FALSE,winterboots,NORMALIZED:winter_boots,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_wintercape,wintercape,FALSE,wintercape,NORMALIZED:winter_cape,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_wintercloth,wintercloth,TRUE,wintercloth,EXACT,RESOLVED,A_WORKING
recipe_wintergloves,wintergloves,FALSE,wintergloves,NORMALIZED:winter_gloves,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_winterhelm,winterhelm,FALSE,winterhelm,NORMALIZED:winter_helm,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_wintershield,wintershield,FALSE,wintershield,NORMALIZED:winter_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_winterwoodbow,winterwoodbow,FALSE,winterwoodbow,NORMALIZED:winterwood_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_winterwoodstaff,winterwoodstaff,FALSE,winterwoodstaff,NORMALIZED:winterwood_staff,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_woodenbow,woodenbow,FALSE,woodenbow,NORMALIZED:wooden_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_woodenbuckler,woodenbuckler,FALSE,woodenbuckler,NORMALIZED:wooden_buckler,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_wurmscalesboots,wurmscalesboots,FALSE,wurmscalesboots,NORMALIZED:wurmscales_boots,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_wurmscalesgloves,wurmscalesgloves,FALSE,wurmscalesgloves,NORMALIZED:wurmscales_gloves,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_wurmscalesjacket,wurmscalesjacket,FALSE,wurmscalesjacket,NORMALIZED:wurmscales_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_wurmscalesshield,wurmscalesshield,FALSE,wurmscalesshield,NORMALIZED:wurmscales_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_wyverncape,wyverncape,FALSE,wyverncape,NORMALIZED:wyvern_cape,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
